,business_address,review_author,review_date,review_rating,review_content,category_ratings
278,"5932 SE Federal Hwy, Stuart, FL 34997",Angela Davis,2022-06-05,5,Taste good,
279,"5932 SE Federal Hwy, Stuart, FL 34997",Jeff Stanko,2021-06-05,5,Tasty!!!,
280,"5932 SE Federal Hwy, Stuart, FL 34997",Dennis Kauer,2021-06-05,1,Mistake,
281,"5932 SE Federal Hwy, Stuart, FL 34997",KIMBERLY KRAKAT,2020-06-05,5,Love the coffee,
282,"5932 SE Federal Hwy, Stuart, FL 34997",Sydney Cruse,2017-06-06,5,Really good,
283,"5932 SE Federal Hwy, Stuart, FL 34997",Crystal Sawning,2020-06-05,4,Friendly and professional,
284,"5932 SE Federal Hwy, Stuart, FL 34997",Jamie Westcott,2020-06-05,2,Poor service,
285,"5932 SE Federal Hwy, Stuart, FL 34997",Tabatha Lenz,2019-06-06,5,Great coffee,
286,"5932 SE Federal Hwy, Stuart, FL 34997",Don Smith,2019-06-06,1,Sucks,
287,"5932 SE Federal Hwy, Stuart, FL 34997",Hussein Fadin,2019-06-06,5,Excellent place,
288,"5932 SE Federal Hwy, Stuart, FL 34997",jenny ortiz,2021-06-05,5,Best place,
289,"5932 SE Federal Hwy, Stuart, FL 34997",Barry Baker,2021-06-05,4,Starbucks,
290,"5932 SE Federal Hwy, Stuart, FL 34997",Sheila Horne,2020-06-05,5,Good coffee,
291,"5932 SE Federal Hwy, Stuart, FL 34997",JT Z,2020-06-05,4,Expensive coffee,
292,"5932 SE Federal Hwy, Stuart, FL 34997",Chet Leigh,2017-06-06,3,average Starbucks,
293,"5932 SE Federal Hwy, Stuart, FL 34997",Rossi D.,2019-06-06,5,Awesome!,
294,"5932 SE Federal Hwy, Stuart, FL 34997",Robert Flannigan,2017-06-06,3,It's Starbucks,
295,"5932 SE Federal Hwy, Stuart, FL 34997",Scott goble,2021-06-05,4,Ok,
296,"5932 SE Federal Hwy, Stuart, FL 34997",Maria del Pilar Caicedo,2017-06-06,5,Excellent,
297,"5932 SE Federal Hwy, Stuart, FL 34997",Maritza Herrera,2024-06-04,1,"I don't know what you want to read, but in my opinion they should have more jobs according to the volume of customers they receive, they don't give me the order as I asked for it and it also took them half an hour to give my order which was not good and it wasn't just me, I saw many customers dissatisfied with the service",Food:2 | Service:2 | Atmosphere:2
298,"5932 SE Federal Hwy, Stuart, FL 34997",Antonia Ortega Gomez,2021-06-05,5,"Very good service and I love the hot or cold coffee, an exquisite flavor …",
299,"5932 SE Federal Hwy, Stuart, FL 34997",Emilio,2023-06-05,5,"Everything is fine, but they should improve customer service.",Food:5 | Service:4 | Atmosphere:5
300,"5932 SE Federal Hwy, Stuart, FL 34997",Luis Gerardo Vargas Barrantes,2024-06-04,4,Good service,
301,"5932 SE Federal Hwy, Stuart, FL 34997",Mary Ellen Atzert,2025-05-28,5,nan,Food:4 | Service:5 | Atmosphere:3
302,"5932 SE Federal Hwy, Stuart, FL 34997",M Workman,2025-05-21,5,nan,Food:5 | Service:5 | Atmosphere:5
303,"5932 SE Federal Hwy, Stuart, FL 34997",Karen Oldham,2025-05-21,5,nan,Service:4 | Atmosphere:5
304,"5932 SE Federal Hwy, Stuart, FL 34997",James Hall,2025-05-14,4,nan,Service:4 | Atmosphere:4
305,"5932 SE Federal Hwy, Stuart, FL 34997",Douglas Ezell,2025-03-06,4,nan,Food:3 | Service:3 | Atmosphere:2
306,"5932 SE Federal Hwy, Stuart, FL 34997",Aaliyah Flores,2025-02-04,5,nan,Service:5 | Atmosphere:5
307,"5932 SE Federal Hwy, Stuart, FL 34997",Maria Ozias,2021-06-05,4,Tyyy62,
308,"5932 SE Federal Hwy, Stuart, FL 34997",bob gwizdz,2024-08-08,4,nan,Service:5 | Atmosphere:3
309,"5932 SE Federal Hwy, Stuart, FL 34997",nelly B,2024-08-08,1,nan,Food:1 | Service:1 | Atmosphere:1
310,"5932 SE Federal Hwy, Stuart, FL 34997",Angel Bastidas,2024-06-04,5,nan,Service:5 | Atmosphere:5
311,"5932 SE Federal Hwy, Stuart, FL 34997",Theresa Tremblay,2024-06-04,5,nan,Service:5 | Atmosphere:5
312,"5932 SE Federal Hwy, Stuart, FL 34997",Helen Pappas,2024-06-04,5,nan,Food:4 | Service:5 | Atmosphere:5
313,"5932 SE Federal Hwy, Stuart, FL 34997",Débora Zanni Schultz,2024-06-04,5,nan,Service:5 | Atmosphere:5
314,"5932 SE Federal Hwy, Stuart, FL 34997",Stephine Nicole McCormack,2024-06-04,5,nan,Food:5 | Service:5 | Atmosphere:4
315,"5932 SE Federal Hwy, Stuart, FL 34997",Marcela Sanchez,2024-06-04,5,nan,Food:5 | Service:5 | Atmosphere:5
316,"5932 SE Federal Hwy, Stuart, FL 34997",Nikki Hicks,2024-06-04,5,nan,Service:5 | Atmosphere:4
317,"5932 SE Federal Hwy, Stuart, FL 34997",Diane Brown,2024-06-04,5,nan,Food:3 | Service:4 | Atmosphere:5
318,"5932 SE Federal Hwy, Stuart, FL 34997",Mary Campbell,2024-06-04,5,nan,Service:5 | Atmosphere:5
319,"5932 SE Federal Hwy, Stuart, FL 34997",Fade Remix,2024-06-04,5,nan,Service:5 | Atmosphere:5
320,"5932 SE Federal Hwy, Stuart, FL 34997",Margaret Astemborski,2023-06-05,5,nan,Service:5 | Atmosphere:5
321,"5932 SE Federal Hwy, Stuart, FL 34997",Scott Van Deman,2023-06-05,5,nan,Service:5 | Atmosphere:5
322,"5932 SE Federal Hwy, Stuart, FL 34997",Leah Catullo,2023-06-05,1,nan,Service:1 | Atmosphere:1
323,"5932 SE Federal Hwy, Stuart, FL 34997",James Bone,2023-06-05,5,nan,
324,"5932 SE Federal Hwy, Stuart, FL 34997",Maria Sorrentino,2023-06-05,5,nan,
325,"5932 SE Federal Hwy, Stuart, FL 34997",R. Schifano,2022-06-05,3,nan,
326,"5932 SE Federal Hwy, Stuart, FL 34997",Bella McGee,2022-06-05,5,nan,
327,"5932 SE Federal Hwy, Stuart, FL 34997",Lawrence Tobar,2022-06-05,5,nan,
328,"5932 SE Federal Hwy, Stuart, FL 34997",Sam W,2022-06-05,1,nan,
329,"5932 SE Federal Hwy, Stuart, FL 34997",Paul Mainville,2021-06-05,4,nan,
330,"5932 SE Federal Hwy, Stuart, FL 34997","Melissa Conrad, Florida Broker-Associate Realtor",2025-02-04,5,nan,
331,"5932 SE Federal Hwy, Stuart, FL 34997",Raymond Hamilton,2024-09-07,3,nan,
332,"5932 SE Federal Hwy, Stuart, FL 34997",Melanie,2024-06-04,4,nan,
333,"5932 SE Federal Hwy, Stuart, FL 34997",maria andres,2024-06-04,5,nan,
334,"5932 SE Federal Hwy, Stuart, FL 34997",Nytey Nyte,2024-06-04,5,nan,
335,"5932 SE Federal Hwy, Stuart, FL 34997",Janie Wesselman,2024-06-04,4,nan,
336,"5932 SE Federal Hwy, Stuart, FL 34997",Ana Marie Reyes,2023-06-05,5,nan,
337,"5932 SE Federal Hwy, Stuart, FL 34997",Britny Kinneberg,2023-06-05,5,nan,
338,"5932 SE Federal Hwy, Stuart, FL 34997",Dave m,2023-06-05,5,nan,
339,"5932 SE Federal Hwy, Stuart, FL 34997",Michael Guarnieri,2023-06-05,4,nan,
340,"5932 SE Federal Hwy, Stuart, FL 34997",Giovani Molano,2023-06-05,5,nan,
341,"5932 SE Federal Hwy, Stuart, FL 34997",Karissa Ashlen,2023-06-05,5,nan,
342,"5932 SE Federal Hwy, Stuart, FL 34997",Lisa Whitcomb,2023-06-05,5,nan,
343,"5932 SE Federal Hwy, Stuart, FL 34997",Stephanie Alvarez,2023-06-05,4,nan,
344,"5932 SE Federal Hwy, Stuart, FL 34997",Michael Poole,2023-06-05,5,nan,
345,"5932 SE Federal Hwy, Stuart, FL 34997",Mirna godinez,2023-06-05,5,nan,
346,"5932 SE Federal Hwy, Stuart, FL 34997",Julia Buton,2023-06-05,1,nan,
347,"5932 SE Federal Hwy, Stuart, FL 34997",Matthew Stephen Pruitt,2023-06-05,5,nan,
348,"5932 SE Federal Hwy, Stuart, FL 34997",Gary Mosley,2023-06-05,5,nan,
349,"5932 SE Federal Hwy, Stuart, FL 34997",IMAD PAGARKAR,2023-06-05,4,nan,
350,"5932 SE Federal Hwy, Stuart, FL 34997",Emily Kingsley,2022-06-05,5,nan,
351,"5932 SE Federal Hwy, Stuart, FL 34997",s3xYthickgurl,2022-06-05,1,nan,
352,"5932 SE Federal Hwy, Stuart, FL 34997",Christie Alentado,2022-06-05,5,nan,
353,"5932 SE Federal Hwy, Stuart, FL 34997",J C,2022-06-05,5,nan,
354,"5932 SE Federal Hwy, Stuart, FL 34997",Melinda Meyers,2022-06-05,5,nan,
355,"5932 SE Federal Hwy, Stuart, FL 34997",Michael Franke,2022-06-05,4,nan,
356,"5932 SE Federal Hwy, Stuart, FL 34997",joyce salaycik,2022-06-05,5,nan,
357,"5932 SE Federal Hwy, Stuart, FL 34997",Romi,2022-06-05,5,nan,
358,"5932 SE Federal Hwy, Stuart, FL 34997",Eric Keeler,2022-06-05,4,nan,
359,"5932 SE Federal Hwy, Stuart, FL 34997",Anastazia Huryan,2022-06-05,5,nan,
360,"5932 SE Federal Hwy, Stuart, FL 34997",Stephen Isherwood,2022-06-05,4,nan,
361,"5932 SE Federal Hwy, Stuart, FL 34997",dorothy grace,2022-06-05,5,nan,
362,"5932 SE Federal Hwy, Stuart, FL 34997",Matthew Cottrell,2022-06-05,5,nan,
363,"5932 SE Federal Hwy, Stuart, FL 34997",Ryansirichai R.S.C.,2022-06-05,5,nan,
364,"5932 SE Federal Hwy, Stuart, FL 34997",Femi Fatusin,2022-06-05,5,nan,
365,"5932 SE Federal Hwy, Stuart, FL 34997",Patricia Carswell,2022-06-05,5,nan,
366,"5932 SE Federal Hwy, Stuart, FL 34997",Angie C.,2022-06-05,5,nan,
367,"5932 SE Federal Hwy, Stuart, FL 34997",Phil Spampinato,2021-06-05,5,nan,
